address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
2355 32nd St,Long Island City,NY,11105,1399000,NA,NA,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2355-32nd-St-Long-Island-City-NY-11105/31945900_zpid/
2311 Ditmars Blvd,Astoria,NY,11105,1888888,NA,NA,NA,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/2311-Ditmars-Blvd-Astoria-NY-11105/2099075333_zpid/
2112 36th St,Long Island City,NY,11105,1595000,NA,NA,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2112-36th-St-Long-Island-City-NY-11105/31945342_zpid/
4716 Ditmars Blvd,Long Island City,NY,11105,1175000,NA,NA,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4716-Ditmars-Blvd-Long-Island-City-NY-11105/31943292_zpid/
1848 21st Dr,Long Island City,NY,11105,1975000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1848-21st-Dr-Long-Island-City-NY-11105/31948728_zpid/
2060 Steinway St # 12,Astoria,NY,11105,1500000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2060-Steinway-St-12-Astoria-NY-11105/2093849219_zpid/
2147 33rd St,Astoria,NY,11105,379000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2147-33rd-St-Astoria-NY-11105/2096924196_zpid/
2147 33rd St APT 3H,Astoria,NY,11105,349000,NA,NA,NA,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/2147-33rd-St-APT-3H-Astoria-NY-11105/124875841_zpid/
2370 26th St,Long Island City,NY,11105,1950000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2370-26th-St-Long-Island-City-NY-11105/31947164_zpid/
2051 36th St,Long Island City,NY,11105,1439000,NA,NA,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2051-36th-St-Long-Island-City-NY-11105/31945384_zpid/
2231 26th St,Long Island City,NY,11105,1200000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2231-26th-St-Long-Island-City-NY-11105/31946690_zpid/
1841 21st Dr,Astoria,NY,11105,1349000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1841-21st-Dr-Astoria-NY-11105/31948671_zpid/
2177 33rd St APT 1B,Astoria,NY,11105,200000,NA,NA,NA,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/2177-33rd-St-APT-1B-Astoria-NY-11105/114407534_zpid/
2214 49th St,Long Island City,NY,11105,1459000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2214-49th-St-Long-Island-City-NY-11105/31943246_zpid/
2120 45th St,Long Island City,NY,11105,1129000,NA,NA,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2120-45th-St-Long-Island-City-NY-11105/31943992_zpid/
2106 35th St APT 2F,Astoria,NY,11105,319000,NA,NA,NA,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/2106-35th-St-APT-2F-Astoria-NY-11105/2092275496_zpid/
2384 24th St # 2384,Astoria,NY,11105,2199000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2384-24th-St-2384-Astoria-NY-11105/2092158950_zpid/
2138 35th St APT 2E,Astoria,NY,11105,225000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2138-35th-St-APT-2E-Astoria-NY-11105/114407525_zpid/
2065 21st St # 1,Astoria,NY,11105,1249000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2065-21st-St-1-Astoria-NY-11105/2092461829_zpid/
2128 35th St APT 4C,Astoria,NY,11105,469000,NA,NA,NA,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/2128-35th-St-APT-4C-Astoria-NY-11105/2093317843_zpid/
2147 33rd St APT 5C,Astoria,NY,11105,379000,NA,NA,NA,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/2147-33rd-St-APT-5C-Astoria-NY-11105/115826812_zpid/
2144 48th St,Long Island City,NY,11105,1029000,NA,NA,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2144-48th-St-Long-Island-City-NY-11105/31943405_zpid/
2055 47th St,Long Island City,NY,11105,1250000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2055-47th-St-Long-Island-City-NY-11105/31943490_zpid/
2020 Steinway St APT 2F,Astoria,NY,11105,1900000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2020-Steinway-St-APT-2F-Astoria-NY-11105/2093789070_zpid/
2357 31st St,Long Island City,NY,11105,1999888,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2357-31st-St-Long-Island-City-NY-11105/31945853_zpid/
2169 48th St,Long Island City,NY,11105,1299000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2169-48th-St-Long-Island-City-NY-11105/31943318_zpid/
2211 41st St,Long Island City,NY,11105,1275000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2211-41st-St-Long-Island-City-NY-11105/31944251_zpid/
2138 35th St APT 3C,Astoria,NY,11105,465000,NA,NA,NA,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/2138-35th-St-APT-3C-Astoria-NY-11105/2092107386_zpid/
2311 21st Ave APT 1K,Long Island City,NY,11105,655000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2311-21st-Ave-APT-1K-Long-Island-City-NY-11105/112517713_zpid/
2158 35th St APT 3B,Astoria,NY,11105,479000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2158-35th-St-APT-3B-Astoria-NY-11105/2095030067_zpid/
2043 42nd St,Long Island City,NY,11105,1399000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2043-42nd-St-Long-Island-City-NY-11105/64789186_zpid/
2405 23rd Ave,Long Island City,NY,11105,1299000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2405-23rd-Ave-Long-Island-City-NY-11105/31947375_zpid/
2158 35th St APT 1C,Astoria,NY,11105,335000,NA,NA,NA,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/2158-35th-St-APT-1C-Astoria-NY-11105/79728451_zpid/
2177 33rd St APT 4D,Astoria,NY,11105,275000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2177-33rd-St-APT-4D-Astoria-NY-11105/114407536_zpid/
2212 41st St,Long Island City,NY,11105,1349000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2212-41st-St-Long-Island-City-NY-11105/31944267_zpid/
2128 35th St # 2G,Astoria,NY,11105,469000,NA,NA,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2128-35th-St-2G-Astoria-NY-11105/2096486739_zpid/
2158 35th St APT 5D,Astoria,NY,11105,278800,NA,NA,NA,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/2158-35th-St-APT-5D-Astoria-NY-11105/83056664_zpid/
2162 36th St,Long Island City,NY,11105,2100000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2162-36th-St-Long-Island-City-NY-11105/31945362_zpid/
35th St,Long Island City,NY,11105,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075197_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
38th St,Long Island City,NY,11105,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075267_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
21st Rd,Long Island City,NY,11105,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/242978746_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
32nd St,Long Island City,NY,11105,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/242978747_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Steinway St,Long Island City,NY,11105,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/242978748_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
19th St,Long Island City,NY,11105,NA,NA,NA,NA,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/154075325_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
31st St,Long Island City,NY,11105,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075341_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
41st St,Long Island City,NY,11105,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075347_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
35th St,Long Island City,NY,11105,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075350_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
45th St,Long Island City,NY,11105,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075369_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
32nd St,Long Island City,NY,11105,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075381_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
43rd St,Long Island City,NY,11105,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075484_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
48th St,Long Island City,NY,11105,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241618369_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
21st St,Long Island City,NY,11105,NA,NA,NA,NA,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/190847438_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
41st St,Long Island City,NY,11105,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/219454607_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
27th St,Long Island City,NY,11105,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/219854025_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
45th St,Long Island City,NY,11105,NA,NA,NA,NA,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/240000884_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
43rd St,Long Island City,NY,11105,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/240442110_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Shore Blvd,Long Island City,NY,11105,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243445952_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
38th St,Long Island City,NY,11105,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075267_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
21st Rd,Long Island City,NY,11105,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/242978746_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1417 31st Ave APT 4C,Astoria,NY,11106,329000,NA,NA,NA,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/1417-31st-Ave-APT-4C-Astoria-NY-11106/89229982_zpid/
3269 33rd St # 3,Astoria,NY,11106,2450000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3269-33rd-St-3-Astoria-NY-11106/2095744644_zpid/
3269 33rd St,Long Island City,NY,11106,2450000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3269-33rd-St-Long-Island-City-NY-11106/31939509_zpid/
3275 34th St,Long Island City,NY,11106,1599000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3275-34th-St-Long-Island-City-NY-11106/31939556_zpid/
2117 31st Ave # 6H,Astoria,NY,11106,799000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2117-31st-Ave-6H-Astoria-NY-11106/2091920029_zpid/
3135 31st St UNIT 308,Astoria,NY,11106,659000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/3135-31st-St-UNIT-308-Astoria-NY-11106/2131812095_zpid/
3624 11th St # 36-24,Astoria,NY,11106,980000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/3624-11th-St-36-24-Astoria-NY-11106/2091920035_zpid/
2117 31st Ave # PHC,Astoria,NY,11106,793200,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2117-31st-Ave-PHC-Astoria-NY-11106/2091920033_zpid/
2117 31st Ave # 4E,Astoria,NY,11106,859000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2117-31st-Ave-4E-Astoria-NY-11106/2091920031_zpid/
2117 31st Ave # PHE,Astoria,NY,11106,899000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2117-31st-Ave-PHE-Astoria-NY-11106/2091921716_zpid/
2540 31st Ave APT 2S,Astoria,NY,11106,365000,NA,NA,NA,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/2540-31st-Ave-APT-2S-Astoria-NY-11106/2092024436_zpid/
2125 31st Ave # H1,Astoria,NY,11106,2499000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2125-31st-Ave-H1-Astoria-NY-11106/2091966970_zpid/
3343 14th St APT 15D,Astoria,NY,11106,585000,NA,NA,NA,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/3343-14th-St-APT-15D-Astoria-NY-11106/79740920_zpid/
31st Ave,Astoria,NY,11106,499000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/31st-Ave-Astoria-NY-11106/2136987727_zpid/
3555 29th St APT 6C,Astoria,NY,11106,339000,NA,NA,NA,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/3555-29th-St-APT-6C-Astoria-NY-11106/79729264_zpid/
3355 14th St APT 10A,Long Island City,NY,11106,549000,NA,NA,NA,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/3355-14th-St-APT-10A-Long-Island-City-NY-11106/2092398653_zpid/
3361 10th St,Long Island City,NY,11106,830000,NA,NA,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3361-10th-St-Long-Island-City-NY-11106/31936060_zpid/
3371 10th St,Long Island City,NY,11106,959000,NA,NA,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3371-10th-St-Long-Island-City-NY-11106/31936056_zpid/
2344 31st Dr,Long Island City,NY,11106,2400000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2344-31st-Dr-Long-Island-City-NY-11106/31937785_zpid/
2510 31st Ave APT 4L,Long Island City,NY,11106,599000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2510-31st-Ave-APT-4L-Long-Island-City-NY-11106/31938354_zpid/
3113 12th St,Long Island City,NY,11106,1150000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3113-12th-St-Long-Island-City-NY-11106/31937029_zpid/
2540 31st Ave APT 2H,Astoria,NY,11106,599000,NA,NA,NA,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/2540-31st-Ave-APT-2H-Astoria-NY-11106/83127209_zpid/
3135 32nd St,Long Island City,NY,11106,1349000,NA,NA,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3135-32nd-St-Long-Island-City-NY-11106/31939316_zpid/
3417 34th St,Long Island City,NY,11106,1299000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3417-34th-St-Long-Island-City-NY-11106/31939980_zpid/
3540 30th St APT 3F,Astoria,NY,11106,1150000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/3540-30th-St-APT-3F-Astoria-NY-11106/117440019_zpid/
3540 30th St APT 3F,Astoria,NY,11106,1150000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/3540-30th-St-APT-3F-Astoria-NY-11106/117440019_zpid/
2120 Broadway,Long Island City,NY,11106,3500000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2120-Broadway-Long-Island-City-NY-11106/31937601_zpid/
1214 31st Ave APT 9,Astoria,NY,11106,1488888,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1214-31st-Ave-APT-9-Astoria-NY-11106/2092462188_zpid/
2117 31st Ave # 3J,Astoria,NY,11106,799000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2117-31st-Ave-3J-Astoria-NY-11106/2092426522_zpid/
3426 29th St,Long Island City,NY,11106,1980000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3426-29th-St-Long-Island-City-NY-11106/31938515_zpid/
3462 10th St,Long Island City,NY,11106,1860000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3462-10th-St-Long-Island-City-NY-11106/31936126_zpid/
3540 30th St,Astoria,NY,11106,1499000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3540-30th-St-Astoria-NY-11106/117614448_zpid/
3540 30th St APT 1H,Astoria,NY,11106,1499000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/3540-30th-St-APT-1H-Astoria-NY-11106/117439683_zpid/
3549 10th St,Long Island City,NY,11106,2000000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3549-10th-St-Long-Island-City-NY-11106/31936167_zpid/
2323 31st Ave # 2AF,Astoria,NY,11106,435000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2323-31st-Ave-2AF-Astoria-NY-11106/2092869740_zpid/
2117 31st Ave # 2C,Astoria,NY,11106,694050,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2117-31st-Ave-2C-Astoria-NY-11106/2092416237_zpid/
3141 12th St,Long Island City,NY,11106,3500000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3141-12th-St-Long-Island-City-NY-11106/31937041_zpid/
1444 31st Dr,Long Island City,NY,11106,1550000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1444-31st-Dr-Long-Island-City-NY-11106/31937183_zpid/
2530 Broadway,Long Island City,NY,11106,3500000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2530-Broadway-Long-Island-City-NY-11106/31938401_zpid/
3454 10th St,Long Island City,NY,11106,1550000,NA,NA,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3454-10th-St-Long-Island-City-NY-11106/31936125_zpid/
1124 31st Ave,Long Island City,NY,11106,1860000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1124-31st-Ave-Long-Island-City-NY-11106/112509999_zpid/
3426 31st St # 1,Astoria,NY,11106,1249000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3426-31st-St-1-Astoria-NY-11106/2092615849_zpid/
3540 30th St APT 2H,Astoria,NY,11106,1498000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/3540-30th-St-APT-2H-Astoria-NY-11106/117614752_zpid/
23rd St,Long Island City,NY,11106,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075453_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Crescent St,Long Island City,NY,11106,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/240487186_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
34th Ave,Long Island City,NY,11106,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075254_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
9th St,Long Island City,NY,11106,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241993034_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
35th Ave,Long Island City,NY,11106,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/242978749_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
14th St,Long Island City,NY,11106,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/242724960_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Broadway APT 2F,Long Island City,NY,11106,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075117_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
31st Ave,Long Island City,NY,11106,NA,NA,NA,NA,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/154075070_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
33RD Ave,LONG ISLAND CITY,NY,11106,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075373_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
9th St,Long Island City,NY,11106,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241993034_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
31st Ave,Long Island City,NY,11106,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075430_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
31st Dr,Long Island City,NY,11106,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075448_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Crescent St,Long Island City,NY,11106,NA,NA,NA,NA,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/241530126_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
23rd St,Long Island City,NY,11106,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075453_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Broadway APT 2F,Long Island City,NY,11106,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075117_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
474 48th Ave APT 25N,Long Island City,NY,11109,828000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/474-48th-Ave-APT-25N-Long-Island-City-NY-11109/2091806427_zpid/
474 48th Ave APT 18K,Long Island City,NY,11109,548000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/474-48th-Ave-APT-18K-Long-Island-City-NY-11109/2092081713_zpid/
474 48th Ave APT 12K,Long Island City,NY,11109,585000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/474-48th-Ave-APT-12K-Long-Island-City-NY-11109/79743811_zpid/
474 48th Ave,Long Island City,NY,11109,600000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/474-48th-Ave-Long-Island-City-NY-11109/62741339_zpid/
474 48th Ave APT 10B,Long Island City,NY,11109,875000,NA,NA,NA,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/474-48th-Ave-APT-10B-Long-Island-City-NY-11109/2100974186_zpid/
474 48th Ave # 35EF,Long Island City,NY,11109,1200000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/474-48th-Ave-35EF-Long-Island-City-NY-11109/2092121169_zpid/
4630 Center Blvd PH 5,Long Island City,NY,11109,4250000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/4630-Center-Blvd-PH-5-Long-Island-City-NY-11109/93392709_zpid/
4630 Center Blvd APT 210,Long Island City,NY,11109,1198000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/4630-Center-Blvd-APT-210-Long-Island-City-NY-11109/94721616_zpid/
474 48th Ave APT 11L,Long Island City,NY,11109,640000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/474-48th-Ave-APT-11L-Long-Island-City-NY-11109/81959827_zpid/
474 48th Ave APT 39D,Long Island City,NY,11109,599000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/474-48th-Ave-APT-39D-Long-Island-City-NY-11109/2092860405_zpid/
474 48th Ave APT 30L,Long Island City,NY,11109,918000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/474-48th-Ave-APT-30L-Long-Island-City-NY-11109/87800690_zpid/
4630 Center Blvd APT 612,Long Island City,NY,11109,2300000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/4630-Center-Blvd-APT-612-Long-Island-City-NY-11109/93392676_zpid/
4630 Center Blvd APT 1701,Long Island City,NY,11109,2498000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/4630-Center-Blvd-APT-1701-Long-Island-City-NY-11109/94721697_zpid/
