address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
3044 29th St APT 7V,Long Island City,NY,11102,673000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/3044-29th-St-APT-7V-Long-Island-City-NY-11102/31938262_zpid/
2404 23rd St,Long Island City,NY,11102,1049000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2404-23rd-St-Long-Island-City-NY-11102/31947592_zpid/
3080 21st St PH A,Astoria,NY,11102,950000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/3080-21st-St-PH-A-Astoria-NY-11102/2107341753_zpid/
1443 28th Ave APT 2F,Long Island City,NY,11102,599000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1443-28th-Ave-APT-2F-Long-Island-City-NY-11102/68315159_zpid/
1211 30th Ave,Astoria,NY,11102,1380000,NA,NA,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1211-30th-Ave-Astoria-NY-11102/2093080769_zpid/
2328 30th Dr APT 5R,Astoria,NY,11102,739000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2328-30th-Dr-APT-5R-Astoria-NY-11102/119532081_zpid/
1456 30th Ave,Long Island City,NY,11102,2499000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/1456-30th-Ave-Long-Island-City-NY-11102/31937357_zpid/
3080 21st St # PHA,Astoria,NY,11102,950000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/3080-21st-St-PHA-Astoria-NY-11102/2107349827_zpid/
2540 Shore Blvd APT 3M,Astoria,NY,11102,614990,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2540-Shore-Blvd-APT-3M-Astoria-NY-11102/2104291582_zpid/
2540 Shore Blvd # 15N,Astoria,NY,11102,634590,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2540-Shore-Blvd-15N-Astoria-NY-11102/2096980228_zpid/
1844 26th Rd,Astoria,NY,11102,2000000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/1844-26th-Rd-Astoria-NY-11102/2092927328_zpid/
2322 30th Rd APT 8A,Long Island City,NY,11102,879000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2322-30th-Rd-APT-8A-Long-Island-City-NY-11102/31937966_zpid/
3079 32nd St APT 2R,Astoria,NY,11102,625000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/3079-32nd-St-APT-2R-Astoria-NY-11102/2116027358_zpid/
2540 Shore Blvd APT 6C,Astoria,NY,11102,688000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2540-Shore-Blvd-APT-6C-Astoria-NY-11102/2121019979_zpid/
9th St,Long Island City,NY,11102,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075291_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
14th St,Long Island City,NY,11102,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075330_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Astoria Blvd,Long Island City,NY,11102,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075336_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Astoria Blvd,Long Island City,NY,11102,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075388_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
30th Ave,Astoria,NY,11102,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075396_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
8th St,Long Island City,NY,11102,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075422_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
26th Ave,Long Island City,NY,11102,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075489_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
32nd St,Long Island City,NY,11102,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075493_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
30th Ave,Long Island City,NY,11102,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/219454608_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
30th Rd,Long Island City,NY,11102,NA,NA,NA,NA,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/241546291_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
30th Rd,Long Island City,NY,11102,NA,NA,NA,NA,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/243157122_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Welling Ct,Long Island City,NY,11102,NA,NA,NA,NA,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/154075382_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
30th Rd,Long Island City,NY,11102,NA,NA,NA,NA,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/241546291_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
21st St,Long Island City,NY,11102,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/242724959_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Astoria Blvd,Long Island City,NY,11102,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243443369_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
12th St,Long Island City,NY,11102,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241618371_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Welling Ct,Long Island City,NY,11102,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241618373_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
26th Ave,Long Island City,NY,11102,NA,NA,NA,NA,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/241546290_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
21st St,Long Island City,NY,11102,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075196_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Crescent St,Long Island City,NY,11102,NA,NA,NA,NA,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/154075216_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
14th St,Long Island City,NY,11102,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075188_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
29th St,Long Island City,NY,11102,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075245_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
9th St,Long Island City,NY,11102,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075291_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3067 49th St # 1,Astoria,NY,11103,2579000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3067-49th-St-1-Astoria-NY-11103/2091871209_zpid/
2567 44th St,Long Island City,NY,11103,1349000,NA,NA,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2567-44th-St-Long-Island-City-NY-11103/31942004_zpid/
2444 38th St,Long Island City,NY,11103,1699000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2444-38th-St-Long-Island-City-NY-11103/31940387_zpid/
3169 43rd St,Long Island City,NY,11103,1499000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3169-43rd-St-Long-Island-City-NY-11103/31941391_zpid/
3010 42nd St,Astoria,NY,11103,2195000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3010-42nd-St-Astoria-NY-11103/2107846573_zpid/
3286 41st St APT 4C,Long Island City,NY,11103,679000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/3286-41st-St-APT-4C-Long-Island-City-NY-11103/89027886_zpid/
3013 37th St,Long Island City,NY,11103,849500,NA,NA,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3013-37th-St-Long-Island-City-NY-11103/31940695_zpid/
3717 28th Ave,Astoria,NY,11103,2490000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3717-28th-Ave-Astoria-NY-11103/2100940912_zpid/
2465 38th St APT 10A,Astoria,NY,11103,620000,NA,NA,NA,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/2465-38th-St-APT-10A-Astoria-NY-11103/2092097761_zpid/
2563 38th St # 1,Astoria,NY,11103,749000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2563-38th-St-1-Astoria-NY-11103/2093878541_zpid/
(Undisclosed Address),Astoria,NY,11103,2500000,NA,NA,NA,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/(Undisclosed-Address)-Astoria-NY-11103/2103065114_zpid/
4405 25th Ave,Long Island City,NY,11103,1425000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/4405-25th-Ave-Long-Island-City-NY-11103/31942136_zpid/
2563 38th St # 1A,Astoria,NY,11103,760000,NA,NA,NA,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/2563-38th-St-1A-Astoria-NY-11103/2093802274_zpid/
2563 38th St # 1B,Astoria,NY,11103,859000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2563-38th-St-1B-Astoria-NY-11103/2093842733_zpid/
(Undisclosed Address),Long Island City,NY,11103,1299000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/(Undisclosed-Address)-Long-Island-City-NY-11103/2108979932_zpid/
3069 47th St,Long Island City,NY,11103,1695000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3069-47th-St-Long-Island-City-NY-11103/31942538_zpid/
2415 45th St,Astoria,NY,11103,2799000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2415-45th-St-Astoria-NY-11103/2092676412_zpid/
2416 42nd St,Long Island City,NY,11103,1225000,NA,NA,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2416-42nd-St-Long-Island-City-NY-11103/31941165_zpid/
3063 38th St # PHA,Astoria,NY,11103,1082000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/3063-38th-St-PHA-Astoria-NY-11103/2092996246_zpid/
3063 38th St STE A,Astoria,NY,11103,1082000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/3063-38th-St-STE-A-Astoria-NY-11103/2093103009_zpid/
41st St,Long Island City,NY,11103,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075477_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
42nd St,Long Island City,NY,11103,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241618370_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Steinway St,Long Island City,NY,11103,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/240442109_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
44th St,Long Island City,NY,11103,NA,NA,NA,NA,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/241947487_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
45th St,Long Island City,NY,11103,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/240487187_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
45th St,Long Island City,NY,11103,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/240487187_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
48th St,Long Island City,NY,11103,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243213378_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
36th St,Long Island City,NY,11103,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243213379_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
45th St,Long Island City,NY,11103,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241993031_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
42nd St,Long Island City,NY,11103,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241993032_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
45th St,Long Island City,NY,11103,NA,NA,NA,NA,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/243163798_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
38th St,Long Island City,NY,11103,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075309_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3933 48th St,Long Island City,NY,11104,1385000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3933-48th-St-Long-Island-City-NY-11104/31934239_zpid/
4333 42nd St APT 3B,Long Island City,NY,11104,553000,NA,NA,NA,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/4333-42nd-St-APT-3B-Long-Island-City-NY-11104/112086022_zpid/
5035 41st St,Sunnyside,NY,11104,1429000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/5035-41st-St-Sunnyside-NY-11104/2146985559_zpid/
4333 42nd St APT 3A,Long Island City,NY,11104,553000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/4333-42nd-St-APT-3A-Long-Island-City-NY-11104/112086021_zpid/
4601 39th Ave APT 509,Sunnyside,NY,11104,180000,NA,NA,NA,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/4601-39th-Ave-APT-509-Sunnyside-NY-11104/2093274241_zpid/
4310 44th St APT 5A,Sunnyside,NY,11104,450000,NA,NA,NA,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/4310-44th-St-APT-5A-Sunnyside-NY-11104/72648578_zpid/
4755 39th Pl APT 6G,Sunnyside,NY,11104,1200000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/4755-39th-Pl-APT-6G-Sunnyside-NY-11104/31935519_zpid/
4333 48th St APT 5G,Long Island City,NY,11104,590000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/4333-48th-St-APT-5G-Long-Island-City-NY-11104/93392742_zpid/
4755 39th Pl APT 2E,Long Island City,NY,11104,518000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/4755-39th-Pl-APT-2E-Long-Island-City-NY-11104/31935503_zpid/
4755 39th Pl APT 4C,Long Island City,NY,11104,568000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/4755-39th-Pl-APT-4C-Long-Island-City-NY-11104/31935494_zpid/
41st St,Sunnyside,NY,11104,2700000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/41st-St-Sunnyside-NY-11104/2103651675_zpid/
4840 40th St,Long Island City,NY,11104,1350000,NA,NA,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4840-40th-St-Long-Island-City-NY-11104/31935656_zpid/
5058 42nd St,Sunnyside,NY,11104,1278000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/5058-42nd-St-Sunnyside-NY-11104/2110007769_zpid/
4115 39th Pl,Long Island City,NY,11104,3100000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/4115-39th-Pl-Long-Island-City-NY-11104/31935326_zpid/
4739 40th St APT 4C,Sunnyside,NY,11104,549999,NA,NA,NA,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/4739-40th-St-APT-4C-Sunnyside-NY-11104/2093296574_zpid/
4142 42nd St APT 2A,Sunnyside,NY,11104,425000,NA,NA,NA,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/4142-42nd-St-APT-2A-Sunnyside-NY-11104/2092434990_zpid/
4310 Skillman Ave,Sunnyside,NY,11104,1598000,NA,NA,NA,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/4310-Skillman-Ave-Sunnyside-NY-11104/89067101_zpid/
47-30 48th St,Sunnyside,NY,11104,2390000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/47-30-48th-St-Sunnyside-NY-11104/2093630287_zpid/
47-21 49th St,Sunnyside,NY,11104,1648000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/47-21-49th-St-Sunnyside-NY-11104/2095131164_zpid/
4333 48th St APT 4G,Long Island City,NY,11104,589888,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/4333-48th-St-APT-4G-Long-Island-City-NY-11104/94721654_zpid/
4307 48th St # 5 A,Sunnyside,NY,11104,558000,NA,NA,NA,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/4307-48th-St-5-A-Sunnyside-NY-11104/2098336552_zpid/
3906 44th St,Long Island City,NY,11104,1518000,NA,NA,NA,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/3906-44th-St-Long-Island-City-NY-11104/31935215_zpid/
4821 40th St APT 3D,Sunnyside,NY,11104,410000,NA,NA,NA,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/4821-40th-St-APT-3D-Sunnyside-NY-11104/81959828_zpid/
4326 49th St,Sunnyside,NY,11104,5500000,NA,NA,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4326-49th-St-Sunnyside-NY-11104/2105178029_zpid/
4127 39th Pl,Sunnyside,NY,11104,1500000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/4127-39th-Pl-Sunnyside-NY-11104/2097973923_zpid/
4127 39th Pl,Sunnyside,NY,11104,1500000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/4127-39th-Pl-Sunnyside-NY-11104/2097973923_zpid/
4333 48th St,Long Island City,NY,11104,589888,NA,NA,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4333-48th-St-Long-Island-City-NY-11104/94720027_zpid/
45th St,Long Island City,NY,11104,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075446_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
43rd Ave,Long Island City,NY,11104,NA,NA,NA,NA,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/239999093_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
39th Ave,Long Island City,NY,11104,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/242724867_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
40th St,Long Island City,NY,11104,NA,NA,NA,NA,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/242978750_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
41st St APT 404,Long Island City,NY,11104,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154074917_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
39th Ave,Long Island City,NY,11104,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075055_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
39th Pl,Long Island City,NY,11104,NA,NA,NA,NA,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/154075266_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
41st St,Long Island City,NY,11104,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075238_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
39th St,Long Island City,NY,11104,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075276_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
47th St,Long Island City,NY,11104,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075376_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
50th Ave,Long Island City,NY,11104,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075383_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
52nd St,Long Island City,NY,11104,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075423_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
40th St,Long Island City,NY,11104,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154075444_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
49th St,Long Island City,NY,11104,NA,NA,NA,NA,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241627303_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2054 33rd St # 1,Astoria,NY,11105,1388888,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2054-33rd-St-1-Astoria-NY-11105/2102259844_zpid/
2135 29th St,Long Island City,NY,11105,1595000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2135-29th-St-Long-Island-City-NY-11105/31946252_zpid/
2147 33rd St # G,Astoria,NY,11105,295000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2147-33rd-St-G-Astoria-NY-11105/2091871215_zpid/
2147 33rd St APT 1G,Astoria,NY,11105,295000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2147-33rd-St-APT-1G-Astoria-NY-11105/115826808_zpid/
2128 35th St APT 4A,Astoria,NY,11105,529000,NA,NA,NA,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/2128-35th-St-APT-4A-Astoria-NY-11105/2092027208_zpid/
2139 23rd St,Long Island City,NY,11105,1175000,NA,NA,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2139-23rd-St-Long-Island-City-NY-11105/31947946_zpid/
2077 45th St,Astoria,NY,11105,1598888,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2077-45th-St-Astoria-NY-11105/2146978447_zpid/
2361 19th St,Astoria,NY,11105,1799999,NA,NA,NA,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/2361-19th-St-Astoria-NY-11105/31948395_zpid/
2710 23rd Ave,Long Island City,NY,11105,1800000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2710-23rd-Ave-Long-Island-City-NY-11105/31946526_zpid/
2356 21st St,Long Island City,NY,11105,1000000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2356-21st-St-Long-Island-City-NY-11105/31948404_zpid/
2158 35th St APT 4C,Astoria,NY,11105,449000,NA,NA,NA,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/2158-35th-St-APT-4C-Astoria-NY-11105/2094401621_zpid/
2106 23rd St,Long Island City,NY,11105,940000,NA,NA,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2106-23rd-St-Long-Island-City-NY-11105/31948046_zpid/
2105 33rd St APT 5H,Astoria,NY,11105,449000,NA,NA,NA,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/2105-33rd-St-APT-5H-Astoria-NY-11105/114163077_zpid/
2106 35th St,Astoria,NY,11105,339000,NA,NA,NA,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/2106-35th-St-Astoria-NY-11105/2098946839_zpid/
2147 33rd St APT 5E,Astoria,NY,11105,249000,NA,NA,NA,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/2147-33rd-St-APT-5E-Astoria-NY-11105/2093680711_zpid/
2139 38th St,Long Island City,NY,11105,1059000,NA,NA,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2139-38th-St-Long-Island-City-NY-11105/31944739_zpid/
2137 33rd St APT 3F,Astoria,NY,11105,395000,NA,NA,NA,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/2137-33rd-St-APT-3F-Astoria-NY-11105/2094662128_zpid/
2137 33rd St APT 3E,Astoria,NY,11105,576000,NA,NA,NA,NA,Auction,http://www.zillow.com/homes/for_sale//homedetails/2137-33rd-St-APT-3E-Astoria-NY-11105/2118856379_zpid/
