address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
22506 95th Ave,Floral Park,NY,11001,415000,1264.0,3.0,4.0,NA,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/22506-95th-Ave-Floral-Park-NY-11001/31170465_zpid/
230 Mckee St,Floral Park,NY,11001,898000,2500.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/230-Mckee-St-Floral-Park-NY-11001/31095694_zpid/
117 Cisney Ave,Floral Park,NY,11001,859000,2700.0,4.0,4.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/117-Cisney-Ave-Floral-Park-NY-11001/2094102220_zpid/
24518 Superior Rd,Floral Park,NY,11001,424900,1358.0,3.0,2.0,NA,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/24518-Superior-Rd-Floral-Park-NY-11001/31171000_zpid/
8741 258th St,Floral Park,NY,11001,959000,NA,6.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8741-258th-St-Floral-Park-NY-11001/32105125_zpid/
9235 245th St,Floral Park,NY,11001,495000,NA,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/9235-245th-St-Floral-Park-NY-11001/31171192_zpid/
26 Lesoir Ave,Floral Park,NY,11001,549000,1535.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/26-Lesoir-Ave-Floral-Park-NY-11001/31189323_zpid/
24 S Tyson Ave,Floral Park,NY,11001,399000,NA,2.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/24-S-Tyson-Ave-Floral-Park-NY-11001/2094921741_zpid/
9257 244th St,Floral Park,NY,11001,539000,1171.0,3.0,2.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/9257-244th-St-Floral-Park-NY-11001/31171113_zpid/
146 Memphis Ave,South Floral Park,NY,11001,695000,2157.0,6.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/146-Memphis-Ave-South-Floral-Park-NY-11001/31174269_zpid/
(Undisclosed Address),Floral Park,NY,11001,799000,2189.0,5.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/(Undisclosed-Address)-Floral-Park-NY-11001/2094630224_zpid/
1392 Jefferson St,Floral Park,NY,11001,396000,1432.0,4.0,2.0,NA,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/1392-Jefferson-St-Floral-Park-NY-11001/31175851_zpid/
124 Hawthorne Ave,Floral Park,NY,11001,336000,1284.0,3.0,2.0,NA,Auction,http://www.zillow.com/homes/for_sale//homedetails/124-Hawthorne-Ave-Floral-Park-NY-11001/31095611_zpid/
33 Sycamore Ave,Floral Park,NY,11001,487000,1631.0,4.0,3.0,NA,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/33-Sycamore-Ave-Floral-Park-NY-11001/31172113_zpid/
5614 207th St,Bayside,NY,11364,695888,960.0,2.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5614-207th-St-Bayside-NY-11364/32084642_zpid/
66 Meadow Woods Rd,Great Neck,NY,11020,2950000,NA,6.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/66-Meadow-Woods-Rd-Great-Neck-NY-11020/31069670_zpid/
106 Hilldale Rd,Albertson,NY,11507,799000,1650.0,3.0,3.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/106-Hilldale-Rd-Albertson-NY-11507/31103507_zpid/
4757 188th St,Flushing,NY,11358,879000,NA,3.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4757-188th-St-Flushing-NY-11358/32051328_zpid/
13330 135th Pl,South Ozone Park,NY,11420,559999,NA,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/13330-135th-Pl-South-Ozone-Park-NY-11420/2095535109_zpid/
22055 46th Ave APT 3A,Bayside,NY,11361,288000,750.0,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/22055-46th-Ave-APT-3A-Bayside-NY-11361/79741008_zpid/
11756 140th St,Jamaica,NY,11436,529999,1240.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/11756-140th-St-Jamaica-NY-11436/32182129_zpid/
288 Continental Dr,Manhasset Hills,NY,11040,979000,9543.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/288-Continental-Dr-Manhasset-Hills-NY-11040/31098923_zpid/
1500 Adele Ct,Elmont,NY,11003,465000,7800.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1500-Adele-Ct-Elmont-NY-11003/31183463_zpid/
742 Lenore Ln,Elmont,NY,11003,610000,2700.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/742-Lenore-Ln-Elmont-NY-11003/31183106_zpid/
100 Stone St,Elmont,NY,11003,460000,1425.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/100-Stone-St-Elmont-NY-11003/31178863_zpid/
109 Biltmore Ave,Elmont,NY,11003,260000,NA,0,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/109-Biltmore-Ave-Elmont-NY-11003/31177682_zpid/
(Undisclosed Address),Elmont,NY,11003,499500,NA,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/(Undisclosed-Address)-Elmont-NY-11003/2091855290_zpid/
(Undisclosed Address),Elmont,NY,11003,449000,1428.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/(Undisclosed-Address)-Elmont-NY-11003/2129224956_zpid/
788 N Ascan St,Elmont,NY,11003,489000,1142.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/788-N-Ascan-St-Elmont-NY-11003/31183211_zpid/
61 Lucille Ave,Elmont,NY,11003,559000,1765.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/61-Lucille-Ave-Elmont-NY-11003/31203446_zpid/
253 Gotham Ave,Elmont,NY,11003,249000,1071.0,2.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/253-Gotham-Ave-Elmont-NY-11003/31178206_zpid/
457 Kirkman Ave,Elmont,NY,11003,529000,NA,5.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/457-Kirkman-Ave-Elmont-NY-11003/31180542_zpid/
1356 Kiefer Ave,Elmont,NY,11003,449000,1200.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1356-Kiefer-Ave-Elmont-NY-11003/31180772_zpid/
59 Goshen St,Elmont,NY,11003,479974,1557.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/59-Goshen-St-Elmont-NY-11003/31237285_zpid/
27 Stone St,Elmont,NY,11003,390000,NA,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/27-Stone-St-Elmont-NY-11003/31179000_zpid/
2014 Baylis Ave,Elmont,NY,11003,479000,1260.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2014-Baylis-Ave-Elmont-NY-11003/31178110_zpid/
351 Travis Ave,Elmont,NY,11003,399000,4000.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/351-Travis-Ave-Elmont-NY-11003/31179684_zpid/
1369 Star Ave,Elmont,NY,11003,485000,1531.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1369-Star-Ave-Elmont-NY-11003/31180724_zpid/
622 Meacham Ave,Elmont,NY,11003,399000,NA,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/622-Meacham-Ave-Elmont-NY-11003/31215763_zpid/
36 Roquette Ave,Elmont,NY,11003,300000,1320.0,3.0,3.0,NA,Auction,http://www.zillow.com/homes/for_sale//homedetails/36-Roquette-Ave-Elmont-NY-11003/31176828_zpid/
42 Roquette Ave,Elmont,NY,11003,310000,NA,2.0,2.0,NA,Auction,http://www.zillow.com/homes/for_sale//homedetails/42-Roquette-Ave-Elmont-NY-11003/31176829_zpid/
43 Norfolk Dr E,Elmont,NY,11003,529000,NA,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/43-Norfolk-Dr-E-Elmont-NY-11003/31227783_zpid/
1546 Adams St,Elmont,NY,11003,350000,1008.0,4.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1546-Adams-St-Elmont-NY-11003/31176296_zpid/
707 Lorentz St,Elmont,NY,11003,440000,1542.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/707-Lorentz-St-Elmont-NY-11003/31234530_zpid/
31 Carnegie Ave,Elmont,NY,11003,389900,1100.0,4.0,4.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/31-Carnegie-Ave-Elmont-NY-11003/2096889854_zpid/
21 Cerenzia Blvd,Elmont,NY,11003,379999,NA,2.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/21-Cerenzia-Blvd-Elmont-NY-11003/31182068_zpid/
1315 Star Ave,Elmont,NY,11003,649000,2078.0,6.0,3.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/1315-Star-Ave-Elmont-NY-11003/31181191_zpid/
26014 75th Ave # 1,Glen Oaks,NY,11004,309000,NA,2.0,1.0,NA,Coming Soon,http://www.zillow.com/homes/for_sale//homedetails/26014-75th-Ave-1-Glen-Oaks-NY-11004/79733187_zpid/
8248 257th St,Floral Park,NY,11004,649999,NA,4.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8248-257th-St-Floral-Park-NY-11004/32103389_zpid/
7959 267th St,Floral Park,NY,11004,720000,NA,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7959-267th-St-Floral-Park-NY-11004/32102307_zpid/
263-26 73rd Ave. 2nd Fl Floor 2 # FL 2ND,Glen Oaks,NY,11004,209900,585.0,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/263-26-73rd-Ave-2nd-Fl-Floor-2-FL-2ND-Glen-Oaks-NY-11004/2091984005_zpid/
8120 264th St,Glen Oaks,NY,11004,639000,949.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8120-264th-St-Glen-Oaks-NY-11004/32103169_zpid/
245-45 76 Ave,Glen Oaks,NY,11004,312500,NA,3.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/245-45-76-Ave-Glen-Oaks-NY-11004/2093218270_zpid/
8014 255th St,Floral Park,NY,11004,655000,4150.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8014-255th-St-Floral-Park-NY-11004/32102456_zpid/
7411 Little Neck Pkwy # H2+3,Glen Oaks,NY,11004,589900,1710.0,5.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/7411-Little-Neck-Pkwy-H2+3-Glen-Oaks-NY-11004/2092497954_zpid/
8254 265th St,Glen Oaks,NY,11004,765000,1708.0,5.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8254-265th-St-Glen-Oaks-NY-11004/32103673_zpid/
8260 263rd St,Floral Park,NY,11004,999000,NA,5.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8260-263rd-St-Floral-Park-NY-11004/32103608_zpid/
8004 266th St,Glen Oaks,NY,11004,629000,985.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8004-266th-St-Glen-Oaks-NY-11004/32102756_zpid/
25545 75th Ave # G-2,Glen Oaks,NY,11004,289900,766.0,2.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/25545-75th-Ave-G-2-Glen-Oaks-NY-11004/2092247450_zpid/
7955 264th St,Floral Park,NY,11004,900000,NA,5.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7955-264th-St-Floral-Park-NY-11004/32102223_zpid/
26015 81st Ave,Floral Park,NY,11004,965000,NA,6.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/26015-81st-Ave-Floral-Park-NY-11004/32102620_zpid/
260-58 73rd Ave. 2nd Floor Floor 2 # FL 2ND,Glen Oaks,NY,11004,264900,651.0,2.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/260-58-73rd-Ave-2nd-Floor-Floor-2-FL-2ND-Glen-Oaks-NY-11004/2092668303_zpid/
8266 261st St,Glen Oaks,NY,11004,789000,NA,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8266-261st-St-Glen-Oaks-NY-11004/32103513_zpid/
8226 Little Neck Pkwy,Glen Oaks,NY,11004,785000,2260.0,5.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8226-Little-Neck-Pkwy-Glen-Oaks-NY-11004/32099680_zpid/
26058 73rd Ave # B-2,Glen Oaks,NY,11004,264900,651.0,2.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/26058-73rd-Ave-B-2-Glen-Oaks-NY-11004/2092516379_zpid/
26452 73rd Ave,Glen Oaks,NY,11004,1250000,7501.0,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/26452-73rd-Ave-Glen-Oaks-NY-11004/32098359_zpid/
74-11 Little Neck Pkwy. Floor 2+3,Glen Oaks,NY,11004,589900,1710.0,5.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/74-11-Little-Neck-Pkwy-Floor-2+3-Glen-Oaks-NY-11004/2092612370_zpid/
8062 256th St,Floral Park,NY,11004,799999,NA,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8062-256th-St-Floral-Park-NY-11004/32102498_zpid/
255-11 75 Ave # FL 1ST,Glen Oaks,NY,11004,294500,NA,2.0,1.0,NA,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/255-11-75-Ave-FL-1ST-Glen-Oaks-NY-11004/2096078715_zpid/
8347 266th St,Glen Oaks,NY,11004,1900000,3099.0,5.0,6.5,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/8347-266th-St-Glen-Oaks-NY-11004/32104084_zpid/
6956 267th St,Glen Oaks,NY,11004,899000,6000.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6956-267th-St-Glen-Oaks-NY-11004/32098326_zpid/
260th St,Glen Oaks,NY,11004,NA,145656.0,NA,2.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/154076508_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
27010 Grand Central Pkwy APT 24A,Floral Park,NY,11005,539000,1173.0,1.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/27010-Grand-Central-Pkwy-APT-24A-Floral-Park-NY-11005/2091888831_zpid/
26910 Grand Central Pkwy APT 29Z,Floral Park,NY,11005,329000,719.0,1.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/26910-Grand-Central-Pkwy-APT-29Z-Floral-Park-NY-11005/2091997927_zpid/
27010 Grand Central Pkwy APT 14S,Floral Park,NY,11005,499000,1130.0,1.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/27010-Grand-Central-Pkwy-APT-14S-Floral-Park-NY-11005/2092004205_zpid/
26910 Grand Central Pkwy APT 17E,Floral Park,NY,11005,834000,1622.0,2.0,3.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/26910-Grand-Central-Pkwy-APT-17E-Floral-Park-NY-11005/2091996020_zpid/
27010 Grand Central Pkwy APT 19G,Floral Park,NY,11005,849000,1553.0,2.0,3.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/27010-Grand-Central-Pkwy-APT-19G-Floral-Park-NY-11005/2092109613_zpid/
27110 Grand Central Pkwy APT 30E,Floral Park,NY,11005,1250000,1622.0,2.0,3.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/27110-Grand-Central-Pkwy-APT-30E-Floral-Park-NY-11005/2108971689_zpid/
27110 Grand Central Pkwy APT 31T,Floral Park,NY,11005,379000,830.0,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/27110-Grand-Central-Pkwy-APT-31T-Floral-Park-NY-11005/79515701_zpid/
27010 Grand Central Pkwy APT 19A,Floral Park,NY,11005,499000,1074.0,1.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/27010-Grand-Central-Pkwy-APT-19A-Floral-Park-NY-11005/2092004206_zpid/
27110 Grand Central Pkwy APT 25T,Floral Park,NY,11005,375000,830.0,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/27110-Grand-Central-Pkwy-APT-25T-Floral-Park-NY-11005/2137993478_zpid/
26910 Grand Central Pkwy APT 6K,Floral Park,NY,11005,595000,1150.0,1.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/26910-Grand-Central-Pkwy-APT-6K-Floral-Park-NY-11005/2099028738_zpid/
27010 Grand Central Pkwy APT 27Q,Floral Park,NY,11005,279000,681.0,1.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/27010-Grand-Central-Pkwy-APT-27Q-Floral-Park-NY-11005/2093170331_zpid/
27010 Grand Central Pkwy APT 27F,Floral Park,NY,11005,319000,750.0,1.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/27010-Grand-Central-Pkwy-APT-27F-Floral-Park-NY-11005/2093432735_zpid/
27010 Grand Central Pkwy APT 22M,Floral Park,NY,11005,295000,756.0,1.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/27010-Grand-Central-Pkwy-APT-22M-Floral-Park-NY-11005/2095044700_zpid/
27110 Grand Central Pkwy APT 28Q,Floral Park,NY,11005,299000,690.0,1.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/27110-Grand-Central-Pkwy-APT-28Q-Floral-Park-NY-11005/2118591391_zpid/
27110 Grand Central Pkwy APT 7G,Floral Park,NY,11005,599000,1226.0,1.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/27110-Grand-Central-Pkwy-APT-7G-Floral-Park-NY-11005/2094947539_zpid/
27110 Grand Central Pkwy APT 3R,Floral Park,NY,11005,259000,682.0,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/27110-Grand-Central-Pkwy-APT-3R-Floral-Park-NY-11005/79488101_zpid/
26910 Grand Central Pkwy APT 22P,Floral Park,NY,11005,349000,800.0,1.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/26910-Grand-Central-Pkwy-APT-22P-Floral-Park-NY-11005/2092421917_zpid/
26910 Grand Central Pkwy APT 6O,Floral Park,NY,11005,599000,1200.0,1.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/26910-Grand-Central-Pkwy-APT-6O-Floral-Park-NY-11005/121653323_zpid/
26910 Grand Central Pkwy APT 17R,Floral Park,NY,11005,549000,1010.0,1.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/26910-Grand-Central-Pkwy-APT-17R-Floral-Park-NY-11005/2117111100_zpid/
27010 Grand Central Pkwy APT 30R,Floral Park,NY,11005,579000,1010.0,1.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/27010-Grand-Central-Pkwy-APT-30R-Floral-Park-NY-11005/2092294037_zpid/
27010 Grand Central Pkwy APT 4B,Floral Park,NY,11005,239000,630.0,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/27010-Grand-Central-Pkwy-APT-4B-Floral-Park-NY-11005/89710806_zpid/
