address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
295 W 11th St APT 2L,New York,NY,10014,800000,NA,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/295-W-11th-St-APT-2L-New-York-NY-10014/123057386_zpid/
99 Bank St APT 3B,New York,NY,10014,725000,450.0,0.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/99-Bank-St-APT-3B-New-York-NY-10014/2091834158_zpid/
396 Bleecker St APT H,New York,NY,10014,599000,350.0,0.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/396-Bleecker-St-APT-H-New-York-NY-10014/72538010_zpid/
46 Carmine St # 3,New York,NY,10014,1050000,621.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/46-Carmine-St-3-New-York-NY-10014/69524139_zpid/
66 Morton St,New York,NY,10014,18450000,5834.0,5.0,7.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/66-Morton-St-New-York-NY-10014/31499100_zpid/
130 Barrow St APT 520,New York,NY,10014,2850000,1406.0,2.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/130-Barrow-St-APT-520-New-York-NY-10014/2101046978_zpid/
11 Charlton St APT 2C,New York,NY,10014,1000000,NA,1.0,1.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/11-Charlton-St-APT-2C-New-York-NY-10014/72512239_zpid/
107 Morton St APT 4B,New York,NY,10014,1098000,900.0,2.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/107-Morton-St-APT-4B-New-York-NY-10014/72537903_zpid/
306 W 4th St APT A1,New York,NY,10014,975000,NA,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/306-W-4th-St-APT-A1-New-York-NY-10014/102979939_zpid/
96 Perry St APT B14,New York,NY,10014,925000,NA,2.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/96-Perry-St-APT-B14-New-York-NY-10014/2100601654_zpid/
281 W 11th St APT 3C,New York,NY,10014,499000,NA,0.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/281-W-11th-St-APT-3C-New-York-NY-10014/2091960421_zpid/
119 Morton St APT 4A,New York,NY,10014,1850000,NA,3.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/119-Morton-St-APT-4A-New-York-NY-10014/72513791_zpid/
622 Greenwich St APT 4B,New York,NY,10014,2985000,2225.0,3.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/622-Greenwich-St-APT-4B-New-York-NY-10014/2092040051_zpid/
114 Washington Pl,New York,NY,10014,5950000,3200.0,5.0,4.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/114-Washington-Pl-New-York-NY-10014/31499418_zpid/
204 W Houston St APT 4C,New York,NY,10014,2500000,1600.0,2.0,3.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/204-W-Houston-St-APT-4C-New-York-NY-10014/72512337_zpid/
53 Jane St,New York,NY,10014,7695000,3228.0,5.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/53-Jane-St-New-York-NY-10014/31501305_zpid/
100 Barrow St # 3A,New York,NY,10014,3253000,1775.0,2.0,3.0,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/100-Barrow-St-3A-New-York-NY-10014/2095177117_zpid/
68 Jane St APT 1W,New York,NY,10014,4995000,3400.0,3.0,3.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/68-Jane-St-APT-1W-New-York-NY-10014/72514801_zpid/
230 W 10th St,New York,NY,10014,11500000,6500.0,4.0,3.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/230-W-10th-St-New-York-NY-10014/31500777_zpid/
354 W 12th St # 4AB,New York,NY,10014,1150000,NA,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/354-W-12th-St-4AB-New-York-NY-10014/2092110273_zpid/
87 Barrow St APT 6F,New York,NY,10014,678000,435.0,1.0,NA,NA,Auction,http://www.zillow.com/homes/for_sale//homedetails/87-Barrow-St-APT-6F-New-York-NY-10014/2103996189_zpid/
20 Leroy St # 1,New York,NY,10014,3400000,NA,2.0,3.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-Leroy-St-1-New-York-NY-10014/2092056419_zpid/
2 Horatio St APT 2J,New York,NY,10014,1395000,NA,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/2-Horatio-St-APT-2J-New-York-NY-10014/83890679_zpid/
350 Bleecker St APT 4U,New York,NY,10014,972000,NA,0.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/350-Bleecker-St-APT-4U-New-York-NY-10014/72514224_zpid/
300 E 40th St APT 15A,New York,NY,10016,682000,600.0,0.0,1.0,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/300-E-40th-St-APT-15A-New-York-NY-10016/79982828_zpid/
330 E 38th St APT 52K,New York,NY,10016,1845000,1134.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/330-E-38th-St-APT-52K-New-York-NY-10016/31510806_zpid/
350 E 30th St APT 1X,New York,NY,10016,475000,NA,0.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/350-E-30th-St-APT-1X-New-York-NY-10016/31509050_zpid/
166 E 35th St APT 5G,New York,NY,10016,675000,NA,2.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/166-E-35th-St-APT-5G-New-York-NY-10016/80131545_zpid/
300 E 40th St APT 32E,New York,NY,10016,769000,NA,0.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/300-E-40th-St-APT-32E-New-York-NY-10016/2091843904_zpid/
591 3rd Ave # D4M24P,New York,NY,10016,1320000,772.0,1.0,1.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2092335809_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
591 3rd Ave # UDEP5I,New York,NY,10016,1320000,776.0,1.0,1.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2092335794_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
